DocType: Activity Type,Default Costing Rate,افتراضي تكلف سعر
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +703,Maintenance Schedule,صيانة جدول
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +34,"Then Pricing Rules are filtered out based on Customer, Customer Group, Territory, Supplier, Supplier Type, Campaign, Sales Partner etc.",ثم يتم تصفيتها من قوانين التسعير على أساس العملاء، مجموعة العملاء، الأرض، مورد، مورد نوع، حملة، شريك المبيعات الخ
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +22,Net Change in Inventory,صافي التغير في المخزون
DocType: Employee,Passport Number,رقم جواز السفر
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +82,Manager,مدير
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +229,Same item has been entered multiple times.,تم إدخال البند نفسه عدة مرات.
DocType: SMS Settings,Receiver Parameter,استقبال معلمة
apps/erpnext/erpnext/controllers/trends.py +39,'Based On' and 'Group By' can not be same,""" بناء على "" و "" مجمع بــ ' لا يمكن أن يتطابقا"
DocType: Sales Person,Sales Person Targets,أهداف المبيعات شخص
DocType: Production Order Operation,In minutes,في دقائق
DocType: Issue,Resolution Date,تاريخ القرار
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +699,Please set default Cash or Bank account in Mode of Payment {0},الرجاء تعيين النقدية الافتراضي أو حساب مصرفي في طريقة الدفع {0}
DocType: Selling Settings,Customer Naming By,العملاء تسمية بواسطة
DocType: Depreciation Schedule,Depreciation Amount,انخفاض قيمة المبلغ
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +69,Convert to Group,تحويل إلى المجموعة
DocType: Activity Cost,Activity Type,نوع النشاط
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py +47,Delivered Amount,المكونات تسليمها
DocType: Supplier,Fixed Days,يوم الثابتة
DocType: Quotation Item,Item Balance,البند الميزان
DocType: Sales Invoice,Packing List,قائمة التعبئة
apps/erpnext/erpnext/config/buying.py +28,Purchase Orders given to Suppliers.,أوامر الشراء نظرا للموردين.
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +43,Publishing,نشر
DocType: Activity Cost,Projects User,مشاريع العضو
apps/erpnext/erpnext/stock/report/itemwise_recommended_reorder_level/itemwise_recommended_reorder_level.py +41,Consumed,مستهلك
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py +141,{0}: {1} not found in Invoice Details table,{0}: {1} غير موجود في جدول تفاصيل الفاتورة
DocType: Company,Round Off Cost Center,جولة قبالة مركز التكلفة
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +202,Maintenance Visit {0} must be cancelled before cancelling this Sales Order,صيانة زيارة {0} يجب أن يتم إلغاء هذا الأمر قبل إلغاء المبيعات
DocType: Material Request,Material Transfer,لنقل المواد
apps/erpnext/erpnext/accounts/page/financial_analytics/financial_analytics.js +56,Opening (Dr),افتتاح ( الدكتور )
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +39,Posting timestamp must be after {0},يجب أن يكون الطابع الزمني بالإرسال بعد {0}
DocType: Landed Cost Taxes and Charges,Landed Cost Taxes and Charges,الضرائب التكلفة هبطت والرسوم
DocType: Production Order Operation,Actual Start Time,الفعلي وقت البدء
DocType: BOM Operation,Operation Time,عملية الوقت
DocType: Pricing Rule,Sales Manager,مدير المبيعات
apps/erpnext/erpnext/accounts/doctype/account/account.js +67,Group to Group,مجموعة إلى مجموعة
apps/erpnext/erpnext/projects/doctype/project/project.py +164,My Projects,بلدي المشاريع
DocType: Journal Entry,Write Off Amount,شطب المبلغ
DocType: Journal Entry,Bill No,رقم الفاتورة
DocType: Company,Gain/Loss Account on Asset Disposal,حساب الربح / الخسارة على التخلص من الأصول
DocType: Purchase Invoice,Quarterly,فصلي
DocType: Selling Settings,Delivery Note Required,ملاحظة التسليم المطلوبة
DocType: Sales Order Item,Basic Rate (Company Currency),المعدل الأساسي (عملة الشركة)
DocType: Manufacturing Settings,Backflush Raw Materials Based On,Backflush المواد الخام مبني على
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py +57,Please enter item details,يرجى إدخال تفاصيل البند
DocType: Purchase Receipt,Other Details,تفاصيل أخرى
DocType: Account,Accounts,المحاسبة
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +67,Marketing,تسويق
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py +223,Payment Entry is already created,يتم إنشاء دفع الاشتراك بالفعل
DocType: Features Setup,To track item in sales and purchase documents based on their serial nos. This is can also used to track warranty details of the product.,لتتبع البند في المبيعات وثائق الشراء على أساس غ من المسلسل. ويمكن أيضا استخدام هذه المعلومات لتعقب الضمان للمنتج.
DocType: Purchase Receipt Item Supplied,Current Stock,الأسهم الحالية
apps/erpnext/erpnext/controllers/accounts_controller.py +473,Row #{0}: Asset {1} does not linked to Item {2},الصف # {0}: الأصول {1} لا ترتبط البند {2}
apps/erpnext/erpnext/buying/doctype/supplier/supplier.js +67,Total billing this year,مجموع الفواتير هذا العام
DocType: Account,Expenses Included In Valuation,وشملت النفقات في التقييم
DocType: Employee,Provide email id registered in company,توفير معرف البريد الإلكتروني المسجلة في الشركة
DocType: Hub Settings,Seller City,مدينة البائع
DocType: Email Digest,Next email will be sent on:,سيتم إرسال البريد الإلكتروني التالي على:
DocType: Offer Letter Term,Offer Letter Term,تقديم رسالة الأجل
apps/erpnext/erpnext/stock/doctype/item/item.py +534,Item has variants.,البند لديه المتغيرات.
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +67,Item {0} not found,البند {0} لم يتم العثور على
DocType: Bin,Stock Value,الأسهم القيمة
apps/erpnext/erpnext/buying/page/purchase_analytics/purchase_analytics.js +88,Tree Type,نوع الشجرة
DocType: BOM Explosion Item,Qty Consumed Per Unit,الكمية المستهلكة لكل وحدة
DocType: Serial No,Warranty Expiry Date,الضمان تاريخ الانتهاء
DocType: Material Request Item,Quantity and Warehouse,الكمية والنماذج
DocType: Sales Invoice,Commission Rate (%),اللجنة قيم (٪)
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.js +176,"Against Voucher Type must be one of Sales Order, Sales Invoice or Journal Entry",مقابل قسيمة النوع يجب أن يكون واحدا من ترتيب المبيعات، مبيعات فاتورة أو إدخال دفتر اليومية
DocType: Project,Estimated Cost,التكلفة التقديرية
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +7,Aerospace,الفضاء
DocType: Journal Entry,Credit Card Entry,الدخول بطاقة الائتمان
apps/erpnext/erpnext/projects/report/daily_time_log_summary/daily_time_log_summary.py +18,Task Subject,مهمة موضوع
apps/erpnext/erpnext/config/accounts.py +40,Company and Accounts,الشركة و الحسابات
apps/erpnext/erpnext/config/stock.py +22,Goods received from Suppliers.,تلقى السلع من الموردين.
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +49,In Value,في القيمة
DocType: Lead,Campaign Name,اسم الحملة
,Reserved,محجوز
DocType: Purchase Order,Supply Raw Materials,توريد المواد الخام
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +10,Current Assets,الموجودات المتداولة
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +91,{0} is not a stock Item,{0} ليس من نوع المخزون
DocType: Mode of Payment Account,Default Account,الافتراضي حساب
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +155,Lead must be set if Opportunity is made from Lead,يجب تحديد مبادرة البيع اذ كانة فرصة البيع من مبادرة بيع
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +49,Customer &gt; Customer Group &gt; Territory,العملاء&gt; مجموعة العملاء&gt; الأراضي
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py +29,Please select weekly off day,الرجاء اختيار يوم عطلة أسبوعية
DocType: Production Order Operation,Planned End Time,تنظيم وقت الانتهاء
,Sales Person Target Variance (Item Group-Wise),الفرق في المستهدف لمندوب المبيعات (بناء على مجموعة الأصناف)
apps/erpnext/erpnext/accounts/doctype/account/account.py +92,Account with existing transaction cannot be converted to ledger,لا يمكن تحويل حساب جرت عليه أي عملية إلى حساب أستاذ (دفتر أستاذ)
DocType: Delivery Note,Customer's Purchase Order No,الزبون أمر الشراء لا
DocType: Employee,Cell Number,الخلية رقم
apps/erpnext/erpnext/stock/reorder_item.py +166,Auto Material Requests Generated,تم إنشاء طلب مواد أوتوماتيكى
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation_list.js +7,Lost,مفقود
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +125,You can not enter current voucher in 'Against Journal Entry' column,"لا يمكنك إدخال قسيمة الحالي في ""ضد إدخال دفتر اليومية"" عمود"
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +25,Energy,طاقة
DocType: Opportunity,Opportunity From,فرصة من
apps/erpnext/erpnext/config/hr.py +98,Monthly salary statement.,بيان الراتب الشهري.
DocType: Item Group,Website Specifications,موقع المواصفات
apps/erpnext/erpnext/utilities/doctype/address/address.py +103,There is an error in your Address Template {0},يوجد خطأ في قالب العناوين {0}
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +207,New Account,حساب جديد
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +23,{0}: From {0} of type {1},{0} من {0} من نوع {1}
apps/erpnext/erpnext/controllers/buying_controller.py +275,Row {0}: Conversion Factor is mandatory,الصف {0}: تحويل عامل إلزامي
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +274,"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}",قواعد الأسعار متعددة موجود مع نفس المعايير، يرجى حل النزاع عن طريق تعيين الأولوية. قواعد السعر: {0}
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +27,Accounting Entries can be made against leaf nodes. Entries against Groups are not allowed.,القيود المحاسبية يمكن توضع مقابل عناصر فرعية. لا يسمح بربطها  مقابل المجموعات.
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +371,Cannot deactivate or cancel BOM as it is linked with other BOMs,لا يمكن إيقاف أو إلغاء BOM كما أنه مرتبط مع BOMs أخرى
DocType: Opportunity,Maintenance,صيانة
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +190,Purchase Receipt number required for Item {0},عدد الشراء استلام المطلوبة القطعة ل {0}
DocType: Item Attribute Value,Item Attribute Value,البند قيمة السمة
apps/erpnext/erpnext/config/crm.py +84,Sales campaigns.,حملات المبيعات
DocType: Sales Taxes and Charges Template,"Standard tax template that can be applied to all Sales Transactions. This template can contain list of tax heads and also other expense / income heads like ""Shipping"", ""Insurance"", ""Handling"" etc.

#### Note

The tax rate you define here will be the standard tax rate for all **Items**. If there are **Items** that have different rates, they must be added in the **Item Tax** table in the **Item** master.

#### Description of Columns

1. Calculation Type: 
    - This can be on **Net Total** (that is the sum of basic amount).
    - **On Previous Row Total / Amount** (for cumulative taxes or charges). If you select this option, the tax will be applied as a percentage of the previous row (in the tax table) amount or total.
    - **Actual** (as mentioned).
2. Account Head: The Account ledger under which this tax will be booked
3. Cost Center: If the tax / charge is an income (like shipping) or expense it needs to be booked against a Cost Center.
4. Description: Description of the tax (that will be printed in invoices / quotes).
5. Rate: Tax rate.
6. Amount: Tax amount.
7. Total: Cumulative total to this point.
8. Enter Row: If based on ""Previous Row Total"" you can select the row number which will be taken as a base for this calculation (default is the previous row).
9. Is this Tax included in Basic Rate?: If you check this, it means that this tax will not be shown below the item table, but will be included in the Basic Rate in your main item table. This is useful where you want give a flat price (inclusive of all taxes) price to customers.","قالب الضرائب القياسية التي يمكن تطبيقها على جميع عمليات البيع. يمكن أن يحتوي هذا القالب قائمة رؤساء الضريبية، وكذلك غيرهم من رؤساء حساب / الدخل مثل ""شحن""، ""التأمين""، ""معالجة""، وغيرها 

 #### ملاحظة 

 معدل الضريبة لك تعريف هنا سوف يكون معدل الضريبة موحد لجميع الأصناف ** **. إذا كانت هناك بنود ** ** التي لها أسعار مختلفة، وأنها يجب أن يضاف في * الضرائب البند ** الجدول في البند ** ** الرئيسي.

 #### وصف الأعمدة 

 1. نوع الحساب: 
 - وهذا يمكن أن يكون على ** صافي إجمالي ** (وهذا هو مجموع المبلغ الأساسي).
 - ** في الصف السابق الكل / المكونات ** (للضرائب أو رسوم التراكمية). إذا قمت بتحديد هذا الخيار، سيتم تطبيق الضريبة كنسبة مئوية من الصف السابق (في الجدول الضرائب) كمية أو المجموع.
 - ** ** الفعلية (كما ذكر).
 2. رئيس الحساب: حساب دفتر الأستاذ والتي بموجبها سيتم حجز هذه الضريبة 
 3. مركز التكلفة: إذا الضرائب / الرسوم هو الدخل (مثل الشحن) أو حساب فإنه يحتاج إلى أن يتم الحجز مقابل مركز التكلفة.
 4. الوصف: وصف الضريبية (التي ستتم طباعتها في الفواتير / الاقتباس).
 5. معدل: معدل الضريبة.
 6. المبلغ: مبلغ الضرائب.
 7. المجموع: مجموعه التراكمي لهذه النقطة.
 8. أدخل الصف: إذا كان على أساس ""السابق صف إجمالي"" يمكنك تحديد عدد الصفوف التي سيتم اتخاذها كقاعدة لهذا الحساب (الافتراضي هو الصف السابق).
 9. هل هذه الضريبة متضمنة في سعر الأساسية؟: إذا قمت بتحديد هذا، فهذا يعني أنه لن يتم عرض هذه الضريبة أسفل الجدول البند، ولكن سوف تدرج في المعدل الأساسي في الجدول البند الرئيسي الخاص بك. وهذا مفيد حيث تريد إعطاء سعر شقة (شاملة لجميع الضرائب) السعر للعملاء."
DocType: Employee,Bank A/C No.,رقم الحساب المصرفي.
DocType: Purchase Invoice Item,Project,مشروع
DocType: Quality Inspection Reading,Reading 7,قراءة 7
DocType: Address,Personal,الشخصية
DocType: Expense Claim Detail,Expense Claim Type,نوع مطالبة المصروف
DocType: Shopping Cart Settings,Default settings for Shopping Cart,الإعدادات الافتراضية لسلة التسوق
apps/erpnext/erpnext/controllers/accounts_controller.py +333,"Journal Entry {0} is linked against Order {1}, check if it should be pulled as advance in this invoice.",ويرتبط مجلة الدخول {0} ضد بالدفع {1}، والتحقق ما إذا كان ينبغي سحبها كما تقدم في هذه الفاتورة.
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +13,Biotechnology,التكنولوجيا الحيوية
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +111,Office Maintenance Expenses,مصاريف صيانة المكاتب
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.js +111,Please enter Item first,الرجاء إدخال العنصر الأول
DocType: Account,Liability,مسئولية
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +60,Sanctioned Amount cannot be greater than Claim Amount in Row {0}.,المبلغ عقوبات لا يمكن أن يكون أكبر من مبلغ المطالبة في صف {0}.
DocType: Company,Default Cost of Goods Sold Account,التكلفة الافتراضية لحساب السلع المباعة
apps/erpnext/erpnext/stock/get_item_details.py +274,Price List not selected,قائمة الأسعار غير محددة
DocType: Employee,Family Background,الخلفية العائلية
DocType: Process Payroll,Send Email,إرسال البريد الإلكتروني
apps/erpnext/erpnext/stock/doctype/item/item.py +152,Warning: Invalid Attachment {0},تحذير: مرفق غير صالح {0}
apps/erpnext/erpnext/buying/doctype/supplier/supplier.py +88,No Permission,لا يوجد تصريح
DocType: Company,Default Bank Account,الافتراضي الحساب المصرفي
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +47,"To filter based on Party, select Party Type first",لتصفية استنادا الحزب، حدد حزب النوع الأول
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +48,'Update Stock' can not be checked because items are not delivered via {0},&quot;الأوراق المالية التحديث&quot; لا يمكن التحقق من أنه لم يتم تسليم المواد عن طريق {0}
apps/erpnext/erpnext/public/js/setup_wizard.js +272,Nos,غ
DocType: Item,Items with higher weightage will be shown higher,وسيتم عرض البنود مع أعلى الترجيح العالي
DocType: Bank Reconciliation Detail,Bank Reconciliation Detail,تفاصيل تسوية البنك
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +691,My Invoices,بلدي الفواتير
apps/erpnext/erpnext/controllers/accounts_controller.py +476,Row #{0}: Asset {1} must be submitted,الصف # {0}: الأصول {1} يجب أن تقدم
apps/erpnext/erpnext/hr/doctype/leave_control_panel/leave_control_panel.py +43,No employee found,لا توجد موظف
DocType: Supplier Quotation,Stopped,توقف
DocType: Item,If subcontracted to a vendor,إذا الباطن للبائع
apps/erpnext/erpnext/manufacturing/page/bom_browser/bom_browser.js +17,Select BOM to start,حدد BOM لبدء
DocType: SMS Center,All Customer Contact,جميع العملاء الاتصال
apps/erpnext/erpnext/config/stock.py +149,Upload stock balance via csv.,تحميل المال عن طريق التوازن CSV.
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.js +27,Send Now,أرسل الآن
,Support Analytics,دعم تحليلات
apps/erpnext/erpnext/projects/doctype/time_log/time_log.py +196,Logical error: Must find overlapping,خطأ منطقي: يجب أن تجد تداخل
DocType: Item,Website Warehouse,مستودع الموقع
DocType: Payment Reconciliation,Minimum Invoice Amount,الحد الأدنى للمبلغ الفاتورة
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.js +49,Score must be less than or equal to 5,يجب أن تكون النتيجة أقل من أو يساوي 5
apps/erpnext/erpnext/config/accounts.py +275,C-Form records,سجلات النموذج - س
apps/erpnext/erpnext/config/selling.py +301,Customer and Supplier,العملاء والموردين
DocType: Email Digest,Email Digest Settings,البريد الإلكتروني إعدادات دايجست
apps/erpnext/erpnext/config/support.py +12,Support queries from customers.,دعم الاستفسارات من العملاء.
DocType: Features Setup,"To enable ""Point of Sale"" features",لتمكين &quot;نقطة بيع&quot; ميزات
DocType: Bin,Moving Average Rate,الانتقال متوسط معدل
DocType: Production Planning Tool,Select Items,حدد العناصر
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +342,{0} against Bill {1} dated {2},{0} مقابل الفاتورة {1} بتاريخ {2}
DocType: Maintenance Visit,Completion Status,استكمال الحالة
DocType: Production Order,Target Warehouse,الهدف مستودع
DocType: Item,Allow over delivery or receipt upto this percent,سماح على تسليم أو استلام تصل هذه النسبة
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +50,Expected Delivery Date cannot be before Sales Order Date,التسليم المتوقع التاريخ لا يمكن أن يكون قبل تاريخ ترتيب المبيعات
DocType: Upload Attendance,Import Attendance,الحضور الاستيراد
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +17,All Item Groups,جميع مجموعات الصنف
DocType: Process Payroll,Activity Log,سجل النشاط
apps/erpnext/erpnext/accounts/report/profit_and_loss_statement/profit_and_loss_statement.py +34,Net Profit / Loss,صافي الربح / الخسارة
apps/erpnext/erpnext/config/setup.py +94,Automatically compose message on submission of transactions.,أرسل رسالة أوتوماتيكيا عند ترحيل الحركة
DocType: Production Order,Item To Manufacture,البند لتصنيع
apps/erpnext/erpnext/buying/doctype/purchase_common/purchase_common.py +87,{0} {1} status is {2},{0} {1} الوضع هو {2}
DocType: Shopping Cart Settings,Enable Checkout,تمكين الخروج
apps/erpnext/erpnext/config/learn.py +207,Purchase Order to Payment,مقارنة طلبات الشراء مع الدفعات
DocType: Quotation Item,Projected Qty,الكمية المتوقع
DocType: Sales Invoice,Payment Due Date,تاريخ استحقاق السداد
DocType: Newsletter,Newsletter Manager,مدير النشرة الإخبارية
apps/erpnext/erpnext/stock/doctype/item/item.js +227,Item Variant {0} already exists with same attributes,البند البديل {0} موجود بالفعل مع نفس الصفات
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py +95,'Opening',&#39;فتح&#39;
DocType: Notification Control,Delivery Note Message,ملاحظة تسليم رسالة
DocType: Expense Claim,Expenses,نفقات
DocType: Item Variant Attribute,Item Variant Attribute,البند البديل سمة
,Purchase Receipt Trends,التوجه الغالب على هُدهُدات الشراء
DocType: Appraisal,Select template from which you want to get the Goals,حدد قالب الذي تريد للحصول على الأهداف
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +77,Research & Development,البحوث والتنمية
,Amount to Bill,تصل إلى بيل
DocType: Company,Registration Details,تسجيل تفاصيل
DocType: Item Reorder,Re-Order Qty,إعادة ترتيب الكميه
DocType: Leave Block List Date,Leave Block List Date,ترك بلوك تاريخ قائمة
apps/erpnext/erpnext/crm/doctype/newsletter/newsletter.py +25,Scheduled to send to {0},من المقرر أن يرسل إلى {0}
DocType: Pricing Rule,Price or Discount,سعر الخصم أو
DocType: Sales Team,Incentives,الحوافز
DocType: SMS Log,Requested Numbers,أرقام طلب
apps/erpnext/erpnext/config/hr.py +146,Performance appraisal.,تقييم الأداء.
DocType: Sales Invoice Item,Stock Details,الأسهم تفاصيل
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +29,Project Value,المشروع القيمة
apps/erpnext/erpnext/config/selling.py +311,Point-of-Sale,نقطة البيع
apps/erpnext/erpnext/accounts/doctype/account/account.py +115,"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","رصيد حساب بالفعل في الائتمان، لا يسمح لك تعيين ""الرصيد يجب أن يكون 'كما' الخصم '"
DocType: Account,Balance must be,يجب أن يكون التوازن
DocType: Hub Settings,Publish Pricing,نشر التسعير
DocType: Notification Control,Expense Claim Rejected Message,المطالبة حساب رفض رسالة
,Available Qty,الكمية المتاحة
DocType: Purchase Taxes and Charges,On Previous Row Total,على إجمالي الصف السابق
DocType: Salary Slip,Working Days,أيام عمل إنجليزية
DocType: Serial No,Incoming Rate,الواردة قيم
DocType: Packing Slip,Gross Weight,الوزن الإجمالي
apps/erpnext/erpnext/public/js/setup_wizard.js +44,The name of your company for which you are setting up this system.,اسم الشركة التي كنت تقوم بإعداد هذا النظام.
DocType: HR Settings,Include holidays in Total no. of Working Days,تشمل أيام العطل في المجموع لا. أيام العمل
DocType: Job Applicant,Hold,عقد
DocType: Employee,Date of Joining,تاريخ الانضمام
DocType: Naming Series,Update Series,تحديث الرقم المتسلسل
DocType: Supplier Quotation,Is Subcontracted,وتعاقد من الباطن
DocType: Item Attribute,Item Attribute Values,قيم سمة العنصر
apps/erpnext/erpnext/crm/doctype/newsletter_list/newsletter_list.js +3,View Subscribers,رأي المشتركين
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +621,Purchase Receipt,هُدهُد شراء
,Received Items To Be Billed,فوترة الأصناف المستلمة
DocType: Employee,Ms,MS
apps/erpnext/erpnext/config/accounts.py +248,Currency exchange rate master.,أسعار صرف العملات الرئيسية .
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +265,Unable to find Time Slot in the next {0} days for Operation {1},تعذر العثور على فتحة الزمنية في {0} الأيام القليلة القادمة للعملية {1}
DocType: Production Order,Plan material for sub-assemblies,المواد خطة للجمعيات الفرعي
apps/erpnext/erpnext/config/selling.py +99,Sales Partners and Territory,الشركاء في المبيعات و توزيعهم الجغرافي
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +436,BOM {0} must be active,BOM {0} يجب أن تكون نشطة
DocType: Journal Entry,Depreciation Entry,انخفاض الدخول
apps/erpnext/erpnext/selling/report/sales_person_wise_transaction_summary/sales_person_wise_transaction_summary.py +36,Please select the document type first,الرجاء اختيار نوع الوثيقة الأولى
apps/erpnext/erpnext/templates/generators/item.html +74,Goto Cart,انتقل الى السلة
apps/erpnext/erpnext/support/doctype/maintenance_visit/maintenance_visit.py +65,Cancel Material Visits {0} before cancelling this Maintenance Visit,إلغاء المواد الزيارات {0} قبل إلغاء هذه الصيانة زيارة
DocType: Salary Slip,Leave Encashment Amount,ترك المبلغ التحصيل
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +209,Serial No {0} does not belong to Item {1},المسلسل لا {0} لا ينتمي إلى البند {1}
DocType: Purchase Receipt Item Supplied,Required Qty,مطلوب الكمية
DocType: Bank Reconciliation,Total Amount,المبلغ الكلي لل
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +32,Internet Publishing,نشر الإنترنت
DocType: Production Planning Tool,Production Orders,أوامر الإنتاج
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +53,Balance Value,توازن القيمة
apps/erpnext/erpnext/stock/report/item_prices/item_prices.py +38,Sales Price List,قائمة مبيعات الأسعار
apps/erpnext/erpnext/hub_node/doctype/hub_settings/hub_settings.py +69,Publish to sync items,نشر لمزامنة العناصر
DocType: Bank Reconciliation,Account Currency,عملة الحساب
apps/erpnext/erpnext/accounts/general_ledger.py +137,Please mention Round Off Account in Company,يرجى ذكر جولة معطلة حساب في الشركة
DocType: Purchase Receipt,Range,نطاق
DocType: Supplier,Default Payable Accounts,الحسابات الدائنة الافتراضي
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +40,Employee {0} is not active or does not exist,موظف {0} غير نشط أو غير موجود
DocType: Features Setup,Item Barcode,البند الباركود
apps/erpnext/erpnext/stock/doctype/item/item.py +529,Item Variants {0} updated,البند المتغيرات {0} تحديث
DocType: Quality Inspection Reading,Reading 6,قراءة 6
DocType: Purchase Invoice Advance,Purchase Invoice Advance,مقدم فاتورة الشراء
DocType: Address,Shop,تسوق
DocType: Hub Settings,Sync Now,مزامنة الآن
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +172,Row {0}: Credit entry can not be linked with a {1},صف {0}: لا يمكن ربط دخول الائتمان مع {1}
DocType: Mode of Payment Account,Default Bank / Cash account will be automatically updated in POS Invoice when this mode is selected.,سيتم الافتراضي بنك / الصرف حساب الفاتورة تلقائيا تحديث في POS عند تحديد هذا الوضع.
DocType: Employee,Permanent Address Is,العنوان الدائم هو
DocType: Production Order Operation,Operation completed for how many finished goods?,اكتمال عملية لكيفية العديد من السلع تامة الصنع؟
apps/erpnext/erpnext/public/js/setup_wizard.js +139,The Brand,العلامة التجارية
apps/erpnext/erpnext/controllers/status_updater.py +165,Allowance for over-{0} crossed for Item {1}.,اتاحة لأكثر من {0} للصنف {1}
DocType: Employee,Exit Interview Details,تفاصيل مقابلة الخروج
DocType: Item,Is Purchase Item,هو شراء مادة
DocType: Asset,Purchase Invoice,فاتورة شراء
DocType: Stock Ledger Entry,Voucher Detail No,تفاصيل قسيمة لا
DocType: Stock Entry,Total Outgoing Value,إجمالي القيمة الصادرة
apps/erpnext/erpnext/public/js/account_tree_grid.js +225,Opening Date and Closing Date should be within same Fiscal Year,يجب فتح التسجيل وتاريخ الإنتهاء تكون ضمن نفس السنة المالية
DocType: Lead,Request for Information,طلب المعلومات
DocType: Payment Request,Paid,مدفوع
DocType: Salary Slip,Total in words,وبعبارة مجموع
DocType: Material Request Item,Lead Time Date,تاريخ و وقت مبادرة البيع
apps/erpnext/erpnext/public/js/controllers/taxes_and_totals.js +54, is mandatory. Maybe Currency Exchange record is not created for ,إلزامي. ربما لم يتم انشاء سجل تحويل العملة ل
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +110,Row #{0}: Please specify Serial No for Item {1},الصف # {0}: يرجى تحديد رقم التسلسلي للتاريخ {1}
